#	Mid_a	Mid_r	Top_a	Top_r	Bottom_a	Bottom_r	Midtop_a	Midtop_r	Midbottom_a	Midbottom_r	Date_obs
       5.0342551025704196      27.5485165615486665      26.4975434123875715      23.1594442408721370     343.5709667927532678      22.4880433201444099      15.7658992574789956      26.9101239919505524     354.3026109476618331      26.5706978748738223	2008-12-12T18:09:01.006
       3.3945027490981801      28.9525999720197298      27.2655518458351196      24.9033582758049761     339.5234536523612405      23.2376386401107737      15.3300272974666498      28.4793009793280838     351.4589782007296890      27.3886104370882713	2008-12-12T18:49:01.007
       3.5342462607319405      30.9406690359057635      28.9158952125343802      25.9074085455794112     338.1525973089295007      24.4907511074543827      16.2250707366331604      30.0834298486289349     350.8434217848306957      29.2638891662253293	2008-12-12T19:29:01.027
       2.5815259322508552      32.4107100560997807      27.1662995925130986      28.7985009701953523     337.9967522719886119      25.2269737342074656      14.8739127623819769      32.2791774676317829     350.2891391021197478      30.3328168154572388	2008-12-12T20:09:01.007
       1.4455971456169863      34.5345060188208848      26.2226404860069522      29.8979092083309510     336.6685538052270203      24.7737530067287111      13.8341188158119692      34.1849657482467393     349.0570754754219820      32.4604939836546436	2008-12-12T20:49:01.005
       4.3937392748127095      36.2431394894881720      31.9258385857027776      27.9498521463444369     336.8616399639226415      23.9852342921417403      18.1597889302577435      35.3457814823541554     350.6276896193676862      34.0150743571804313	2008-12-12T21:29:01.006
       3.5007554652166988      38.4004213862672330      31.6186200123790684      28.7539527014257850     335.3828909180543292      24.8951636943070440      17.5596877387978836      37.3754400202729897     349.4418231916355353      35.9451222911498647	2008-12-12T22:09:01.006
       3.7254429485310965      39.6448235702845153      32.0580432473964549      29.8508895323307613     335.3928426496657380      26.1968160286208906      17.8917430979637757      38.5937082280408958     349.5591427990984243      37.2063081851833388	2008-12-12T22:49:01.479
       3.1652966983192030      41.3680479082135051      32.0867138355004755      30.7707291643442566     334.2438795611379305      26.5694996472165172      17.6260052669098393      40.6692484692840566     348.7045881297285632      38.1262554021369056	2008-12-12T23:29:01.544
       3.3472711316523558      42.5581265723038129      34.4752315302209951      31.2908524260567660     332.2193107330837165      25.7054119489913688      18.9112513309366754      41.6678446723453462     347.7832909323680610      38.2922959104242082	2008-12-13T00:09:01.005
       3.6608439152706680      44.5062262471935171      34.6643697979370558      32.1682129619090347     332.6573180326042802      28.9833358275892650      19.1626068566038619      44.0064366394881219     348.1590809739374777      40.7254383486561977	2008-12-13T00:49:01.000
       2.5882743039208265      45.9429740054474181      36.0830801103235785      32.5716681065891009     329.0934684975180744      29.8020566426490490      19.3356772071222025      45.0948059581034641     345.8408714007194362      40.9644308576932090	2008-12-13T01:29:01.710
